origin,destination,distance_km,state,route_description,updated_on,approval_no
CHENNAI,BANGALORE,335,Karnataka,KLR-RNPT,2024-02-13,
CHENNAI,BARH,1983,,VISHAKAPATTNUM-BARHI,2014-03-31,
CHENNAI,BHAGALPUR,1935,,,2014-03-31,A022
CHENNAI,BHUBANESHWAR,1221,,,2014-03-31,
CHENNAI,BIRSINGHPUR,1580,,,2014-03-31,A022
CHENNAI,COCHIN,663,Kerla,,2014-03-31,
CHENNAI,HARIDWAR,2359,Tamil Nadu,CHENNAI CENTRAL NELLORE HYDERABAD NAGPUR JHANSI AGRA NOIDA,2018-05-04,
CHENNAI,HYDERABAD,704,,,2014-03-31,A022
CHENNAI,KAHALGAON,1960,,Chen-Vij-Bhub-Medin-Suiri-Dumk,2014-03-31,A022
CHENNAI,KALPAKKAM,58,,,2014-03-31,
CHENNAI,KANCHIPURAM,76,,,2014-03-31,A025
CHENNAI,KAPP(MAMALAPURM,58,,"Kalpakkam(KAPP),near Mamllapur",2014-03-31,A029
CHENNAI,KOLKATTA,1678,,,2014-03-31,
CHENNAI,KOTESHWAR,2384,,P 724 P497,2014-03-31,
CHENNAI,KRISHNAPATNAM,179,Ap,SULLURUPETA NAIDUPET,2020-10-03,
CHENNAI,LARJI,2587,Himachal,,2014-03-31,A-04
CHENNAI,MAMALLAPURAM,58,,,2014-03-31,A029
CHENNAI,MEDINPUR,1559,,,2014-03-31,A022
CHENNAI,MEJIA,1898,,,2014-03-31,
CHENNAI,PANIPAT,2198,,,2014-03-31,A022
CHENNAI,RAICHUR,568,,,2014-03-31,
CHENNAI,RAYALSEEMA,327,,RAJAMPET SRIKALAHASTI TADA,2014-03-31,
CHENNAI,RENGALI,1557,,,2014-03-31,
CHENNAI,SIMHADRI,760,,,2014-03-31,
CHENNAI,SIPAT,1774,,Chennai-Vij-Hyd-Ngp-Jablpr-Sip,2014-03-31,A022
CHENNAI,SURATGARH,2443,,,2014-03-31,
CHENNAI,TIRUCHI,319,,,2014-03-31,A-14
CHENNAI,TUTICORIN,568,,,2014-03-31,
CHENNAI,UNCHAHAR,1832,,,2014-03-31,
CHENNAI,VIJAYWADA,433,,,2014-03-31,A-14
CHENNAI,VILUPURAM,160,,,2014-03-31,A-14
CHENNAI,VINDHYACHAL TPS,1860,,,2014-03-31,A022
CHENNAI,VINDHYANAGAR,1860,,,2014-03-31,A022
CHENNAI PORT,ENNORE,17,Tamil Nadu,"KASIMEDU BEACH,PATTINATHAR TEMPLE,SIVAKAMI NAGAR,ENNORE",2018-09-07,
CHENNAI PORT,NORTH CHENNAI,21,Tamil Nadu,"KUPPAM,ANNAI SHIVAGAMINAGAR",2017-12-28,
CHENNAI PORT,UPPUR,471,Tamil Nadu,"CHENGALPATTU,TIRDIVANAM,KMBKON",2017-12-28,
CHENNAI PORT,WANAKBORI TPS,1782,Gujarat,"NELLORE,HYD,AMARAVATI,KHANDW",2017-02-14,
CHETTIPALAYAM,GORAKHPUR-HRYN,2541,Haryana,DUS-IND-SLP-TMK,2026-04-27,
CHEYYAR,CHENNAI,105,Tn,NH4 NH205,2014-03-31,
CHEYYAR,HARIDWAR,2435,Uttrakhand,HYDERABAD NAGPUR MER,2020-10-10,
CHEYYAR,YADADRI,563,Telangana,"PUTTUR,GUDUR, ONGOLE",2019-12-04,
CHEYYUR,HARIDWAR,2352,Tamil Nadu,MADURANTAKAM-CHENNAI,2014-03-31,
CHHABRA,BUDGE-BUDGE,1622,,KOTA,2014-03-31,
CHHABRA,KOTA,161,,,2014-03-31,
CHHABRA,SURATGARH,716,,KOTA-JAIPUR-RATANGARH,2014-03-31,
CHHATARPUR,NORTH KARANPURA,726,Jharkhand,STNA-RWA-MZPR,2024-01-13,
CHHATARPUR,REWA,187,,,2014-03-31,A031
CHHATERPUR,BHOGNIPUR,200,,,2014-03-31,A028
CHHATRAL,AMARKANTAK,1115,,Chhatral-Ahmadabd-Indor-Bpl-Ka,2014-03-31,A022
CHHATRAL,BHATINDA,1039,Punjab,,2014-03-31,A019
CHHATRAL,BIRSINGHPUR,1069,,,2014-03-31,
CHHATRAL,CHANDERPUR,1006,,,2014-03-31,A026
CHHATRAL,CHANDERPURA,1778,Jharkhand,,2014-03-31,A022
CHHATRAL,DHAULPUR,949,,-AHMADABAD-INDORE-GWALIOR-,2014-03-31,A21
CHHATRAL,DHULE,494,,,2014-03-31,
CHHATRAL,KAHALGAON,1768,,,2014-03-31,
CHHATRAL,KORBA,1139,,chhat-Ahmadabad-Indore-Bpl-kor,2014-03-31,A022
CHHATRAL,MEJIA,1821,,-AHMADABAD-INDORE-BHOPAL-REWA-,2014-03-31,A21
CHHATRAL,PARAS,732,,,2014-03-31,A020
CHHATRAL,PARLI,837,,,2014-03-31,
CHHATRAL,RAIGARH,1375,,-AHMADABAD-INDORE-BATUL-NAGPUR,2014-03-31,A21
CHHATRAL,RAMAGUNDAM,1262,,,2014-03-31,A019
CHHATRAL,RAYALSEEMA,1554,,,2014-03-31,A21
CHHATRAL,SANTALDIH,1769,,-AHMADABAD-BHOPAL-REWA-VARAUSI,2014-03-31,A21
CHHATRAL,UNCHAHAR,1146,,,2014-03-31,
CHHATRAL,VINDHYANAGAR,1336,,,2014-03-31,
CHIPLAN,RATNAGIRI,96,,MGI SKETCH 37,2014-03-31,
CHIPLI,RAJNANDGAON,164,,,2014-03-31,A07
CHIPLIMA,KOTA,1377,,,2014-03-31,
CHITTOOR,MAMALLAPURAM,155,,KAPP=Mamallapuram,2014-03-31,A029
CHITTOOR,MAUDA,1105,Maharashtra,"ONGOLE,HYD, ADILABAD",2019-09-29,
COCHIN,KAYAMKULAM,102,,,2014-03-31,A027
COIMBATORE,BHUSAWAL,1553,,,2014-03-31,
COIMBATORE,BOKARO,2182,Jharkhand,SMBLPR-BWNPTN-VIZAG,2021-08-19,
COIMBATORE,CHANDRAPURA,2333,,,2014-03-31,
COIMBATORE,KHAPERKHEDA,1381,,,2014-03-31,
COIMBATORE,KORBA,1839,,,2014-03-31,
COIMBATORE,KOTHAGUDEM,1072,T.N,"VALLURE, VIJAYWADA",2020-08-28,
COIMBATORE,MEJIA,2419,,,2014-03-31,
COIMBATORE,RAMAGUNDUM,1110,,,2014-03-31,
COIMBATORE,SHREE SINGAJI,1484,M Pradesh,MYSR-SLPR-AJNTA,2022-12-21,
CSPR(KOLKATA),RAMAGUNDAM,1473,A.P,,2014-03-31,
CUDDAPAH,RAYALSEEMA,61,Ap,,2014-03-31,
CUTTACK,ANGUL,115,,,2014-03-31,A026
CUTTACK,BAKRESHWAR,514,,,2014-03-31,A-15
CUTTACK,BALIKUDA,85,,,2014-03-31,A07
CUTTACK,DADRI,1586,Up,,2014-03-31,
CUTTACK,DUBRI,121,,Cuttack-Salepur-Jajpur,2014-03-31,A-01
CUTTACK,KAVELI,1022,,,2014-03-31,A-15
CUTTACK,PARADWIP,100,,,2014-03-31,A07
CUTTACK,RAJAMUNDRY,611,,,2014-03-31,A08
CUTTACK,SAMBALPUR,275,,,2014-03-31,A026
CUTTACK,TALCHER,84,Orrisa,,2014-03-31,
CUTTACK,VIJAYWADA,826,,,2014-03-31,
CUTTACK,VISAKHAPATNAM,471,,,2014-03-31,A-15
DAMAN,24 PARGANA,1902,,24 PARGANA = BUDGE BUDGE,2014-03-31,
DAMAN,ADHUNIK,1671,,MUMBAI-JAMSHEDPUR,2014-03-31,
DAMAN,AMARKANTAK,1285,,,2014-03-31,
DAMAN,AMRAVATI,645,,WAPI,2026-01-07,
DAMAN,AMRAVATI,647,,NASIK,2014-03-31,
DAMAN,AMRAVATI,682,,NASHIK,2026-01-07,
DAMAN,ANPARA,1781,,WAPI,2014-03-31,
DAMAN,BAKRESHWAR,1939,,,2014-03-31,
DAMAN,BELA,847,,NASIK-NAGPUR,2014-03-31,
DAMAN,BELLARY,1344,,-WAPI-NASIK-DHULE-HYDERABAD-,2014-03-31,A025
DAMAN,BHATINDA,1492,,,2014-03-31,
DAMAN,BHILAI,1113,,,2014-03-31,
DAMAN,BHUSAWAL,396,,WAPI-DHULE,2014-03-31,
DAMAN,BINA,941,,MUMBAI-SHIRPURI,2014-03-31,
DAMAN,BIRSINGHPUR,1256,,,2014-03-31,
DAMAN,BOKARO,1951,,WAPI-NAGPUR-RANCHI,2014-03-31,
DAMAN,BONGAIGAON,2564,,FARRAKKA,2014-03-31,
DAMAN,BUDGE-BUDGE,1902,,WAPI,2014-03-31,
DAMAN,CHAMPA-DB POWER,1229,,,2014-03-31,
DAMAN,CHANDERPUR,849,,,2014-03-31,
DAMAN,CHANDRAPURA,1715,Jharkhand,,2014-03-31,
DAMAN,CHANDWA,1910,,VAPI,2014-03-31,
DAMAN,CHENNAI,1532,,MUMBAI,2014-03-31,
DAMAN,CHHABRA,1369,,,2014-03-31,
DAMAN,CUDDAPAH,1198,Ap,,2014-03-31,
DAMAN,DADRI,1230,,,2014-03-31,
DAMAN,DEHRANG,1542,,WAPI-NASIK-NAGPUR-TALCHER,2014-03-31,
DAMAN,DHOLPUR,1135,,,2014-03-31,
DAMAN,DURGAPUR,1750,,,2014-03-31,
DAMAN,FARAKKA,2001,,,2014-03-31,
DAMAN,FARIDABAD,1229,Haryana,,2014-03-31,
DAMAN,GANDHINAGAR,385,,,2014-03-31,
DAMAN,GOINDWAL,1565,Punjab,VADODARA BHILWARA,2014-03-31,
DAMAN,HARDUAGANJ,1286,,,2014-03-31,
DAMAN,INDORE,564,Mp,NASIK-DHULE,2014-03-31,
DAMAN,JHAJJAR,1373,,DELHI,2014-03-31,
DAMAN,KAHALGAON,2012,,-WAPI-NAGPUR-,2014-03-31,A025
DAMAN,KAKATIYA,1373,,,2014-03-31,
DAMAN,KALPAKKAM,1590,,CHENNAI,2014-03-31,
DAMAN,KANDLA,709,Gujarat,,2014-03-31,
DAMAN,KAYAMKULAM,1543,,,2014-03-31,
DAMAN,KHANDWA,537,,BHUSAWAL- EDLABAD,2014-03-31,
DAMAN,KHAPERKHEDA,827,,,2014-03-31,
DAMAN,KODERMA,1785,,,2014-03-31,
DAMAN,KORBA,1289,,-WAPI-NAGPUR-,2014-03-31,A025
DAMAN,KOTA,828,,,2014-03-31,A-06
DAMAN,KOTHAGUDAM,1213,,,2014-03-31,
DAMAN,MAITHON,1949,,MEJIA,2014-03-31,
DAMAN,MALIBRAHIMINI,1511,,WAPI,2014-03-31,
DAMAN,MALIBRAMANI,1511,,WAPI-DHULE-SAMBALPR-RAMPR-ANGL,2014-03-31,
DAMAN,MARWA,1317,,KORBA,2014-03-31,
DAMAN,MAUDA,1064,,WAPI - MUMBAI,2014-03-31,
DAMAN,MEJIA,1937,,Daman-Nasik-Dhule-Ngp-Kendurjh,2014-03-31,A022
DAMAN,NABINAGAR,1629,,INDORE,2014-03-31,
DAMAN,NABINAGAR,1424,,NASIK,2014-03-31,
DAMAN,NAGPUR,806,Maharashtr,WAPI-DHULE,2014-03-31,
DAMAN,NASIK,144,,P/705 MODIFIED 22.05.2012,2014-03-31,
DAMAN,NAVSARI,102,,,2014-03-31,
DAMAN,NEYVELI,1654,,,2014-03-31,
DAMAN,PANIPAT,1358,,,2014-03-31,A-14
DAMAN,PARAS,548,,,2014-03-31,A026
DAMAN,PARDI ROAD,12,,,2014-03-31,
DAMAN,PARICHHA,1027,,,2014-03-31,A022
DAMAN,PARLI,539,,,2014-03-31,A026
DAMAN,POLANCHA-KHAMAM,1126,,MUMBAI-HYDERABAD,2014-03-31,
DAMAN,PUNE,309,,,2014-03-31,
DAMAN,RAICHUR,921,,,2014-03-31,
DAMAN,RAIGARH,1294,,,2014-03-31,
DAMAN,RAYALSEEMA,1259,,,2014-03-31,
DAMAN,RIHANDNAGAR,1527,,RIHINDNGR(SONEBHADRA) VIA VAPI,2014-03-31,
DAMAN,SANTALDIH,1994,,,2014-03-31,A026
DAMAN,SATPURA,1036,,WAPI-NAGPUR-BETUL,2014-03-31,
DAMAN,SEONI,933,,NAGPUR,2014-03-31,
DAMAN,SIKKA,691,,VAPI-AHEMDABAD-JAMNAGAR,2014-03-31,
DAMAN,SIMHADRI,1660,,-WAPI-NAGPUR-BHILAI-,2014-03-31,A025
DAMAN,SIPAT,1220,,,2014-03-31,A026
DAMAN,SURATGARH,1233,,,2014-03-31,A-09
DAMAN,TALCHER,1566,Odisha,,2014-03-31,A-03
DAMAN,TARAPUR,115,,,2014-03-31,A 12
DAMAN,TUTICORIN,2100,Tamil Nadu,CHANNEI,2014-03-31,
DAMAN,UKAI DAM,204,,KODARMA,2014-03-31,
DAMAN,UNCHAHAR,1281,,,2014-03-31,
DAMAN,VALLUR,1552,,WAPI - MUMBAI,2014-03-31,
DAMAN,VIJAYAWADA,1584,,,2014-03-31,
DAMAN,VINDHYANAGAR,1421,,,2014-03-31,
DAMAN,VINDHYANCHAL,1401,,,2014-03-31,
DAMAN,VISHAKHAPATNUM,1539,Ap,MUMBAI,2014-03-31,
DAMAN,VIZAG,1420,Ap,HYDERABAD,2015-11-03,
DAMAN,WANAKBORI,551,,,2014-03-31,
DAMAN,WAPI,10,,,2014-03-31,A08
DAMMAN,TARAN TARAN,1658,,BHATINDA- TARN-TARAN GOVINDWAL,2014-03-31,
DAMN,SINGARENI,878,A P,NASIK-PARBHONI--MONCHERIAL-,2014-03-31,
DANKUNI,HARIDWAR,1416,Wb,,2019-05-02,
DARLIPALLI,HARIDWAR,1303,Odisha,MZP-PGRJ-RBL,2021-02-15,
DEHRADUN,KOTESHWAR,143,,,2014-03-31,
DELHI,AGRA,200,Up,page 148 also,2014-03-31,
DELHI,AHMADNAGAR,1317,,,2014-03-31,A-06
DELHI,ALIGARH,135,,,2014-03-31,A07
DELHI,ALLAHABAD,683,Up,Delhi -Lucknow-Allahabad,2014-03-31,A-14
DELHI,AMARKANTAK,1032,,Delhi-Allhabd-Rewa-Amarkantak,2014-03-31,A022
DELHI,AMBALA,202,,,2014-03-31,
DELHI,ANPARA,1027,,,2014-03-31,
DELHI,AURANGABAD,1207,Bihar,,2014-03-31,A-06
DELHI,BAKRESHWAR,1255,,,2014-03-31,
DELHI,BALIKUDA,1694,,,2014-03-31,
DELHI,BANGALORE,2005,,,2014-03-31,A022
DELHI,BATALA,439,,,2014-03-31,
DELHI,BELLARY,1805,,Delhi-Ngp-Hyd-Bellary,2014-03-31,A022
DELHI,BHAGALPUR,1181,W.Bangal,,2014-03-31,A020
DELHI,BHATINDA,331,,,2014-03-31,
DELHI,BHILAI,1225,,,2014-03-31,A 08
DELHI,BHOPAL,741,,,2014-03-31,
DELHI,BHUBANESHWAR,1634,,,2014-03-31,
DELHI,BILASPUR,1070,,,2014-03-31,A022
DELHI,BIRSINGHPUR,879,,,2014-03-31,
DELHI,BOKARO,1099,,,2014-03-31,
DELHI,BONGAIGAON,1728,Assam,AGRA-LKO-SLGD,2021-04-19,
DELHI,CHANDERPUR,1137,,,2014-03-31,
DELHI,CHANDIGARH,238,Punjab/Har,,2014-03-31,
DELHI,CHANDRAPURA,1128,Jharkhand,VARANASI-BARHI-TOPCHANCHI,2014-03-31,A029
DELHI,CHENNAI,2113,,,2014-03-31,
DELHI,DADRI,35,,,2014-03-31,
DELHI,DAHANU,1306,,,2014-03-31,
DELHI,DAMAN,1268,,,2014-03-31,A-06
DELHI,DHAULPUR,265,,,2014-03-31,A026
DELHI,DHULE,1064,,,2014-03-31,A022
DELHI,FARAKKA,1346,,page 257 modified,2014-03-31,A020
DELHI,FARIDABAD,29,Haryana,,2014-03-31,
DELHI,GANDHINAGAR,902,,,2014-03-31,
DELHI,GHAZIABAD,19,,,2014-03-31,
DELHI,GOA,1931,,,2014-03-31,a 12
DELHI,GURGAON,31,Haryana,,2014-03-31,
DELHI,GWALIOR,319,,,2014-03-31,A022
DELHI,HISAR,161,,,2014-03-31,
DELHI,HYDERABAD,1439,,,2014-03-31,A022
DELHI,IB VALLEY,1461,,,2014-03-31,
DELHI,INDORE,806,,,2014-03-31,A022
DELHI,JABALPUR,746,Mp,,2014-03-31,A-04
DELHI,JAIPUR,259,,,2014-03-31,A-04
DELHI,JHAJJAR (SITE),105,Hr,SAMPLA,2014-03-31,
DELHI,JHANSI,420,,,2014-03-31,A-04
DELHI,JULLANDHAR,369,,,2014-03-31,
DELHI,KAHALGAON,1206,W.Bangal,Varanasi-Patna-Bhagalpur-Kalal,2014-03-31,A020
DELHI,KALAMBOLI,1425,,,2014-03-31,
DELHI,KANPUR,408,,,2014-03-31,
DELHI,KASA,1333,Maharashtra,,2014-03-31,
DELHI,KATHALGURI,2265,,Dibrugarh,2014-03-31,
DELHI,KAYAMKULAM,2679,,,2014-03-31,
DELHI,KHAPERKHEDA,981,,,2014-03-31,
DELHI,KOLKATTA,1389,,,2014-03-31,A022
DELHI,KORBA,1056,,Delhi-Jabalpr-Korba,2014-03-31,A022
DELHI,KOTA,490,,,2014-03-31,
DELHI,KOTHAGUDAM,1569,,,2014-03-31,
DELHI,KUNDLI (SONIPAT,46,,,2014-03-31,
DELHI,LARJI,458,,,2014-03-31,A-15
DELHI,LUCKNOW,499,,,2014-03-31,
DELHI,LUDHIANA,306,Punjab,,2014-03-31,
DELHI,MEJIA,1258,,,2014-03-31,
DELHI,MUMBAI,1380,Maharashtr,,2014-03-31,A-04
DELHI,MUZAFARPUR,1082,Bihar,,2014-03-31,
DELHI,NAGPUR,985,Maharashtr,P/524 MODIFIED 01.08.02,2014-03-31,
DELHI,NAINI,692,,,2014-03-31,
DELHI,NEYVELI,2231,,,2014-03-31,
DELHI,PANIPAT,85,,,2014-03-31,
DELHI,PARAS,1137,,Delhi-Gwalior-Indore-Paras,2014-03-31,A022
DELHI,PARDI ROAD,1261,Gujarat,,2014-03-31,A-14
DELHI,PARICHHA,445,,Delhi-Jhansi-Parichha,2014-03-31,A022
DELHI,PARLI,1407,,Delhi-Indore-Dhule-Parli,2014-03-31,A022
DELHI,PATNA,969,,,2014-03-31,A020
DELHI,PUNE,1435,,,2014-03-31,A-06
DELHI,RAICHUR,1635,,,2014-03-31,
DELHI,RAIGARH,1270,Jharkhand,Delhi-OP jindal STPP(Raigh+34),2014-03-31,A022
DELHI,RAJPURA,223,,,2014-03-31,
DELHI,RAMAGUNDAM,1392,Ap,,2014-03-31,
DELHI,RANCHI,1104,Jharkhand,,2014-03-31,
DELHI,RANIPET,1990,Ap,,2014-03-31,A-02
DELHI,RAYALSEEMA,1846,,,2014-03-31,
DELHI,REWA,809,,,2014-03-31,A022
DELHI,ROHTAK,71,,,2014-03-31,A029
DELHI,ROPAR,285,Haryana,,2014-03-31,
DELHI,SAHARANPUR,150,Up,,2014-03-31,A-02
DELHI,SANTALDIH,1207,,Delhi-Varansi-Santldih,2014-03-31,A022
DELHI,SIMHADRI,1810,,,2014-03-31,
DELHI,SINGUR,1375,,,2014-03-31,
DELHI,SIPAT,1095,,Delhi-Jabalpr-Bilaspr-Sipat,2014-03-31,A022
DELHI,SRINAGAR,876,J&K,,2014-03-31,
DELHI,SURATGARH,358,Raj,,2014-03-31,
DELHI,TALCHER,1480,,,2014-03-31,
DELHI,TARAPUR (TAPP),1360,,,2014-03-31,A-10
DELHI,THANE,1377,Maharastr,,2014-03-31,A-12
DELHI,TUTICORIN,2674,,,2014-03-31,
DELHI,UNCHAHAR,558,,,2014-03-31,
DELHI,VARANASI,723,,,2014-03-31,
DELHI,VIJAYWADA,1661,,,2014-03-31,
DELHI,VINDHYANAGAR,1019,,Delhi-Allahabd-Rewa-Waidhan-Vi,2014-03-31,A022
DELHI,VISAKHAPATNAM,1682,,,2014-03-31,A-04
DELHI,WAIDHAN,951,Mp,,2014-03-31,A-14
DELHI,WANAKBORI,1093,,,2014-03-31,
DELHI,YAMUNANAGAR,182,Haryana,,2014-03-31,A-02
DELHI-UP BORDER,BUDGE-BUDGE,1419,,KOLKATA,2014-03-31,
DEWAS,NORTH KARANPURA,1224,Jharkhand,BPL-JBLPR-MZPR-SSRM,2024-01-13,
DHULE,AURANGABAD,128,,,2014-03-31,A031
DHULE,AURANGABAD,109,Maharastr,,2026-01-07,A08
DHULE,BHRAUCH,269,,,2014-03-31,
DHULE,BID (BEED),236,,,2014-03-31,A08
DHULE,DHAR,232,,,2014-03-31,A07
DHULE,KOLKATTA,1580,,,2014-03-31,A-12
DHULE,NASIK,144,,,2014-03-31,A08
DHULE,PARAS,260,,,2014-03-31,A020
DHULE,PARLI,343,,,2014-03-31,
DHULE,PUNE,344,,,2014-03-31,
DHULE,RAYALSEEMA,1070,,,2014-03-31,A21
DHULE,SAMBALPUR,1060,,,2014-03-31,
DHULE,TARAPUR,304,,,2014-03-31,A-12
DHULE,UKAI DAM,138,,,2014-03-31,A07
DUMKA,BHAGALPUR,115,,,2014-03-31,A022
DUMKA,KAHALGAON,159,,,2014-03-31,A026
DUMKA,PANAGARH,119,,,2014-03-31,A026
DURGAPUR,BAKRESHWAR,78,,,2014-03-31,
DURGAPUR,BELLARY,1899,,VIJAYWADA-HYDERABAD,2014-03-31,
DURGAPUR,KAVELI,1458,,,2014-03-31,A-15
DURGAPUR,KHARAGPUR,162,,,2014-03-31,A026
DURGAPUR,KODARMA,249,Jharkhand,BARHI,2014-03-31,
DURGAPUR,MEDINIPUR,136,,,2014-03-31,A-15
DURGAPUR,MEJIA,31,Wb,,2014-03-31,
DURGAPUR,PANAGARH,11,,,2014-03-31,A026
DURGAPUR,SATARA,2054,,,2014-03-31,A-16
DURGAPUR,VIJAYWADA,1262,,,2014-03-31,A-15
DURGAPUR,VISAKHAPATNAM,907,,,2014-03-31,A-15
DURLARPUR,MALANPUR,1104,,,2014-03-31,
EDALABAD,CHANDERPUR,170,,,2014-03-31,A07
EDALABAD,PARAS,109,,,2014-03-31,A020
EDILABAD,NIZAMABAD,141,,,2014-03-31,A025
ENNORE,BHUSAWAL,1248,Mah.,NLR-HYD-NANDED,2023-01-21,
ENNORE,IB VALLEY,1346,Odisha,"ENNORE,NELLORE,GUNTUR,KOTHAGUDEM,BALANGIR,SAMBALPUR,IB TPS,IB VALLEY,",2019-03-06,
ENNORE,N KARANPURA,1689,W Bengal,NLR-KTGDM-SMBLPR,2024-02-21,
ENNORE,UPPUR,520,T.N.,TIRUCHIRAPALLI,2019-11-19,
ENNORE,YADADRI,461,Telangana,"GUDUR, KAVALI, ONGOL",2020-12-09,----
ENNORE,YERAMARUS,584,Ap,KDP-NAND-KRNL,2025-12-18,
FAIZABAD,UNCHAHAR,181,,,2014-03-31,A029
FARIDABAD,ANPARA,1056,,DELHI,2014-03-31,
FARIDABAD,BAKRESHWAR,1284,,,2014-03-31,
FARIDABAD,BELLARY,1776,,,2014-03-31,A031
FARIDABAD,BIRSINGHPUR,850,,,2014-03-31,
FARIDABAD,CHANDRAPURA,1099,,,2014-03-31,
FARIDABAD,GANDHINAGAR,878,,,2014-03-31,
FARIDABAD,KAIGA,1856,,*Karwar,2014-03-31,
FARIDABAD,KHAPERKHEDA,952,,,2014-03-31,
FARIDABAD,KORBA,1027,,,2014-03-31,A031
FARIDABAD,KOTA,465,,,2014-03-31,
FARIDABAD,KOTHAGUDAM,1540,,,2014-03-31,
FARIDABAD,MEJIA,1287,,,2014-03-31,
FARIDABAD,PANIPAT,114,Punjab,,2014-03-31,
FARIDABAD,PARLI,1378,Maharashtra,"Delhi-Prli=1407-29=1378,",2014-03-31,
FARIDABAD,PUNE,1401,,"FARIDABAD,AGRA,PUNE",2014-03-31,
FARIDABAD,RAICHUR,1613,,,2014-03-31,
FARIDABAD,RAYALSEEMA,1871,Ap,,2026-01-07,
FARIDABAD,RAYALSEEMA,1817,,,2014-03-31,A031
FARIDABAD,ROPAR,314,Haryana,,2014-03-31,
FARIDABAD,SANTALDIH,1178,,,2014-03-31,A031
FARIDABAD,SIPAT,1066,,,2014-03-31,A031
FARIDABAD,SURATGARH,387,,,2014-03-31,
FARIDABAD,TALCHER,1509,,,2014-03-31,
FARIDABAD,UNCHAHAR,587,,,2014-03-31,
FARIDABAD,VINDHYANAGAR,923,,,2014-03-31,
FARIDABAD,WANAKBORI,913,,,2014-03-31,
FARIDABAD,WAPI,1219,,*Wapi,2014-03-31,
FARIDABAD,YAMUNANAGAR,221,,"LADWA,KRNL,PNIPT,DELHI",2014-03-31,
FATEHPUR,UNCHAHAR,86,,,2014-03-31,A029
GADARWARA,CHENNAI,1385,Tn,NGP-CHAND-ONG,2024-10-30,
GADARWARA,ENNORE,1383,Tn,ONG-CHND-NGP,2025-12-23,
GADARWARA BHEL,GADARWARA NTPC,4,Mp,"BHEL SITE, NTPC STOR",2019-10-11,
GANDHIDHAM,CHENNAI PORT,2100,Tamil Nadu,RJK-AMDBD-MBAI-BNGLR,2021-05-24,
GANDHIDHAM,MANUGURU,1626,Telangana,GANDHIDHAM MAHESHWAR KHANDWA AMRAVATI ADILABAD MANUGURU,2019-02-15,
GANDHIDHAM,MUNDRAPORT,90,,,2014-03-31,A023
GANDHIDHAM,RAMAGUNDAM,1466,A.P,,2014-03-31,
GANDHIDHAM,RIHAND DAM,1636,,,2014-03-31,A022
GANDHINAGAR,BHUBANESHWAR,1802,,,2014-03-31,
GANDHINAGAR,KALOL,22,Gujarat,,2014-03-31,A-14
GANDHINAGAR,SAHARANPUR,1091,,,2014-03-31,
GANDHINAGAR,THANE,519,,,2014-03-31,
GANDHINAGAR,VADODARA(BARODA,125,,,2014-03-31,
GANDHINAGAR,YAMUNANAGAR,1100,,"PIPLI,DELHI",2014-03-31,
GARIDWAR,PASHAMYLARAM,1755,Telangana,FBD-AKL-NANDED,2026-04-18,
GHAZIABAD,BHIVPURI,1430,,,2014-03-31,
GHAZIABAD,BOKARO,1080,,,2014-03-31,
GHAZIABAD,BURHANPUR,1178,,,2014-03-31,
GHAZIABAD,DADRI,16,Up,,2014-03-31,
GHAZIABAD,FARAKKA,1311,,page 257 modified,2014-03-31,A020
GHAZIABAD,JAMSHEDPUR,1210,,,2014-03-31,
GHAZIABAD,SINGUR,1373,Ap,*Medak,2014-03-31,
GHAZIABAD,SURATGARH,377,,,2014-03-31,
GHAZIABAD,TUTICORIN,2666,,,2014-03-31,
GOA,BAKRESHWAR,2290,,Goa-Vishakaptm-Bubnesh-Cuttack,2014-03-31,A022
GOA,BELGAUM,131,,,2014-03-31,A08
GOA,CHENNAI,884,Tn,HSPT-ANTPR,2025-12-30,
GOA,KOLKATTA,2522,,,2014-03-31,A-10
GOA,KUNDLI (SONIPAT,1977,,,2014-03-31,A-12
GOA,PANIPAT,2016,Haryana,Panipat-Delhi-Thane-Goa,2014-03-31,A-14
GOA,THANE,554,,,2014-03-31,A08
GODDA,KAHALGAON,80,,,2014-03-31,
GODHRA,VADODARA,83,,,2014-03-31,A07
GOOTY,RAYALSEEMA,207,,,2014-03-31,A027
GURGAON,AMARKANTAK,1025,,,2014-03-31,A027
GURGAON,ANNAPARA,1058,,DELHI,2014-03-31,
GURGAON,BELLARY,1774,,,2014-03-31,A022
GURGAON,BHILAI,1194,,,2014-03-31,A022
GURGAON,BHUSAWAL,1048,,DELHI,2014-03-31,
GURGAON,BIRSINGHPUR,848,,,2014-03-31,
GURGAON,BOKARO,1130,,DELHI,2014-03-31,
GURGAON,CHANDERPUR(MH),1167,Maharashtr,DELHI-NAGPUR,2014-03-31,
GURGAON,CHANDRAPURA,1159,Jharkhand,DELHI-VARANASI- TOPCHANCHI,2014-03-31,A029
GURGAON,DADRI,66,,DELHI,2014-03-31,
GURGAON,DHOLPUR,289,,,2014-03-31,
GURGAON,DURGAPUR,1258,,,2014-03-31,A-14
GURGAON,ENNORE,2179,Tn,"AGRA,SAGAR,NAGPUR,",2019-07-29,
GURGAON,FARAKKA,1377,,DELHI,2014-03-31,
GURGAON,GADARWARA,845,Mp,"AGRA, JHANSI, SAGAR",2016-05-10,
